TYPE,BANK,DEBITS_TRANSACTIONS,DEBIT_AMOUNT,CREDIT_TRANSACTIONS,CREDIT_AMOUNT,DATE
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,10299,2500.70,14899,1488.70,Dec-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,11854,873.80,15409,711.64,Jan-17
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,8133,803.45,13602,656.06,Feb-17
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,8972,1534.28,15288,1068.26,Mar-17
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,7918,1677.97,8751,847.42,Apr-17
PRIVATE_SECTOR,SOUTH INDIAN BANK,305224,27038.44,469475,27043.65,May-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,319803,28239.16,465360,28853.64,Jun-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,318419,24745.05,509566,27225.14,Jul-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,336705,28740.01,502756,31727.16,Aug-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,320615,28856.54,484310,27629.43,Sep-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,329446,26606.58,482471,28419.94,Oct-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,420330,31643.31,569557,30886.86,Nov-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,647681,42993.99,811641,43038.46,Dec-16
PRIVATE_SECTOR,SOUTH INDIAN BANK,651550,42458.73,777373,40703.57,Jan-17
PRIVATE_SECTOR,SOUTH INDIAN BANK,506630,33295.49,688237,35783.93,Feb-17
PRIVATE_SECTOR,SOUTH INDIAN BANK,616168,44208.34,842819,52463.61,Mar-17
PRIVATE_SECTOR,SOUTH INDIAN BANK,469260,45006.88,610719,34555.58,Apr-17
FOREIGN,STANDARD CHARTERED BANK,2540305,265849.97,868568,202989.33,May-16
FOREIGN,STANDARD CHARTERED BANK,2578073,280460.84,893319,223107.16,Jun-16
FOREIGN,STANDARD CHARTERED BANK,2554061,263029.08,897202,219821.44,Jul-16
FOREIGN,STANDARD CHARTERED BANK,2698815,282806.08,920580,232702.39,Aug-16
FOREIGN,STANDARD CHARTERED BANK,2650649,312443.05,902034,263846.66,Sep-16
FOREIGN,STANDARD CHARTERED BANK,2868048,337560.46,950472,227333.15,Oct-16
FOREIGN,STANDARD CHARTERED BANK,2583653,289387.86,955442,231813.68,Nov-16
FOREIGN,STANDARD CHARTERED BANK,2818775,328920.55,1080655,280727.88,Dec-16
FOREIGN,STANDARD CHARTERED BANK,2651132,309795.03,1001143,308133.61,Jan-17
FOREIGN,STANDARD CHARTERED BANK,2993273,338451.89,974362,287705.13,Feb-17
FOREIGN,STANDARD CHARTERED BANK,3303325,387806.00,1151158,397679.00,Mar-17
FOREIGN,STANDARD CHARTERED BANK,2674727,318389.88,974327,252666.12,Apr-17
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,6997273,55110.46,1923630,42718.14,May-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,5108506,52845.30,1677078,43877.48,Jun-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4646560,41038.09,1620596,40791.21,Jul-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4727773,42011.24,1526025,40514.94,Aug-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4618628,53273.43,1671817,45447.90,Sep-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4919239,54647.41,1683036,48394.03,Oct-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4493876,56255.21,1567795,41088.30,Nov-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4915624,87131.40,1903894,56257.30,Dec-16
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4952308,62242.46,2009450,55419.87,Jan-17
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4778590,56041.85,1870110,51447.14,Feb-17
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,5783450,121397.00,2234124,78650.95,Mar-17
PUBLIC_SECTOR,STATE BANK OF BIKANER AND JAIPUR,4620372,70119.27,1797228,62251.03,Apr-17
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,4680430,78418.66,1909795,92143.19,May-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,3184388,84335.22,1736855,97935.43,Jun-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,2104124,87093.89,1456622,88116.73,Jul-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,2547271,77853.05,1526042,77962.16,Aug-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,2568181,86722.68,1581481,82902.38,Sep-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,2421391,86403.02,1551230,77890.22,Oct-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,2020281,94893.68,1556973,81191.86,Nov-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,3539408,145807.20,2705605,147159.32,Dec-16
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,3227498,137389.06,2884075,132618.48,Jan-17
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,2936697,124113.4,2307688,128979.85,Feb-17
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,3552004,247899.00,2828370,175719.00,Mar-17
PUBLIC_SECTOR,STATE BANK OF HYDERABAD,1695054,112225.32,2197736,116011.15,Apr-17
PUBLIC_SECTOR,STATE BANK OF INDIA,16933262,1100510.09,22719929,1112472.23,May-16
PUBLIC_SECTOR,STATE BANK OF INDIA,17158158,1191138.92,22938412,1494038.19,Jun-16
PUBLIC_SECTOR,STATE BANK OF INDIA,16829622,1116427.47,21710751,1160525.33,Jul-16
PUBLIC_SECTOR,STATE BANK OF INDIA,17173994,1267287.12,23108588,1164544.61,Aug-16
PUBLIC_SECTOR,STATE BANK OF INDIA,17229978,1479726.94,23780331,1515101.71,Sep-16
PUBLIC_SECTOR,STATE BANK OF INDIA,21491713,1336845.09,25573717,1464757.94,Oct-16
PUBLIC_SECTOR,STATE BANK OF INDIA,14340240,1142788.09,23393781,1233743.58,Nov-16
PUBLIC_SECTOR,STATE BANK OF INDIA,23709612,1593860.46,31888737,1617202.65,Dec-16
PUBLIC_SECTOR,STATE BANK OF INDIA,22088818,1514291.89,31908670,1550499.78,Jan-17
PUBLIC_SECTOR,STATE BANK OF INDIA,19699895,1489488.14,28577414,1554717.22,Feb-17
PUBLIC_SECTOR,STATE BANK OF INDIA,27783285,2425180.00,35520379,2106610.00,Mar-17
PUBLIC_SECTOR,STATE BANK OF INDIA,17195631,1559449.99,27732873,2256795.45,Apr-17
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,639,92.50,452,199.23,May-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,630,184.08,445,176.97,Jun-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,611,292.66,445,136.27,Jul-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,541,123.75,443,574.98,Aug-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,514,348.98,462,345.96,Sep-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,699,737.67,410,135.72,Oct-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,650,208.72,592,274.39,Nov-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,772,1148.12,707,195.18,Dec-16
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,774,887.68,640,266.64,Jan-17
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,786,1627.32,566,229.67,Feb-17
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,733,516.79,684,536.61,Mar-17
PUBLIC_SECTOR,STATE BANK OF MAURITIUS,877,769.89,561,701.74,Apr-17
PUBLIC_SECTOR,STATE BANK OF MYSORE,416684,29928.58,956488,42197.86,May-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,487253,29538.35,892044,37508.06,Jun-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,381795,27543.27,748677,37828.64,Jul-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,442194,32470.80,895209,44026.08,Aug-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,380518,29216.54,875571,43094.19,Sep-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,408004,29953.85,960820,44605.59,Oct-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,476103,48740.04,1255054,44784.43,Nov-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,649803,42105.71,1345935,53155.61,Dec-16
PUBLIC_SECTOR,STATE BANK OF MYSORE,748479,45037.28,1291454,60650.10,Jan-17
PUBLIC_SECTOR,STATE BANK OF MYSORE,636891,45744.69,1123883,56337.85,Feb-17
PUBLIC_SECTOR,STATE BANK OF MYSORE,744331,50472.07,1373411,82279.61,Mar-17
PUBLIC_SECTOR,STATE BANK OF MYSORE,617278,51271.29,970320,51930.89,Apr-17
PUBLIC_SECTOR,STATE BANK OF PATIALA,1556341,50548.86,688145,44055.30,May-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,623675,64934.52,593556,38338.81,Jun-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,611198,55455.72,600657,35431.24,Jul-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,620066,45594.53,635423,37505.32,Aug-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,590364,52213.27,650863,47438.59,Sep-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,708465,40755.59,704288,40681.41,Oct-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,713754,50835.47,670221,40071.36,Nov-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,955651,63894.12,951876,57361.99,Dec-16
PUBLIC_SECTOR,STATE BANK OF PATIALA,876005,83543.94,933624,79202.02,Jan-17
PUBLIC_SECTOR,STATE BANK OF PATIALA,874480,55185.54,815570,77320.41,Feb-17
PUBLIC_SECTOR,STATE BANK OF PATIALA,1038417,89367.60,977529,83799.35,Mar-17
PUBLIC_SECTOR,STATE BANK OF PATIALA,615372,56427.72,730976,84498.17,Apr-17
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,778638,38805.26,1272115,49597.89,May-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,747209,43632.78,1356254,58375.66,Jun-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,712399,37883.50,1616206,59746.38,Jul-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,852136,50788.06,1559200,59646.09,Aug-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,687204,50143.04,2193316,60166.15,Sep-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,659189,42472.75,1523949,54877.02,Oct-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,825552,46578.47,1705807,64639.87,Nov-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,1147543,54790.10,2192495,82829.35,Dec-16
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,1135269,57492.77,1989156,88338.35,Jan-17
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,946588,44674.13,2180681,77089.8,Feb-17
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,1078583,58335.37,2835872,109240.00,Mar-17
PUBLIC_SECTOR,STATE BANK OF TRAVANCORE,717930,31376.09,1795878,74945.64,Apr-17
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3237,1732.61,389,1263.78,May-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3873,2113.04,437,2535.27,Jun-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3766,1013.67,465,1730.74,Jul-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3503,5571.88,447,3067.51,Aug-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3760,2542.36,473,4443.78,Sep-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,4574,4754.65,484,3869.99,Oct-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3952,1830.29,539,2821.45,Nov-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,4391,2798.09,618,3944.99,Dec-16
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,3844,8732.35,575,9447.60,Jan-17
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,4601,1529.9,542,10200.36,Feb-17
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,5591,1716.30,688,21988.56,Mar-17
FOREIGN,SUMITOMO MITSUI BANKING CORPORATION,4166,5252.98,649,4892.93,Apr-17
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,3232,301.41,7176,458.48,May-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,3279,287.63,7727,433.71,Jun-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,2957,228.95,7711,400.66,Jul-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,2763,226.61,7728,499.46,Aug-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,5787,558.59,8775,400.67,Sep-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,3686,416.51,9153,609.10,Oct-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,3439,380.29,7127,338.00,Nov-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,5104,476.64,12328,907.94,Dec-16
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,5554,473.96,13999,1041.98,Jan-17
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,5780,478.88,13700,909.95,Feb-17
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,6950,671.09,19256,1133.70,Mar-17
COOPERATIVE,SURAT DISTRICT COOPERATIVE BANK Ltd,5944,692.83,12711,899.95,Apr-17
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,1225,119.77,1077,77.75,May-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,1220,96.12,1519,83.55,Jun-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,1260,120.04,1495,109.00,Jul-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,1310,138.05,1811,119.17,Aug-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,2641,150.80,2454,105.23,Sep-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,2100,321.38,2351,182.26,Oct-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,1385,234.36,1569,78.33,Nov-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,2192,897.23,2847,182.29,Dec-16
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,2391,205.21,3988,234.15,Jan-17
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,2563,206.44,4543,203.78,Feb-17
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,3276,507.51,5866,380.01,Mar-17
COOPERATIVE,SURAT NATIONAL CO-OP BANK LTD,2370,407.32,4612,258.51,Apr-17
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,5274,418.14,15183,1077.40,May-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,6023,399.98,17410,1102.14,Jun-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,5865,382.51,18205,1005.02,Jul-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,5831,404.62,17402,1000.15,Aug-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,6024,495.95,23318,1319.18,Sep-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,7399,727.40,25350,1211.15,Oct-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,5094,465.21,20716,2860.35,Nov-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,9843,524.35,24495,1132.46,Dec-16
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,12372,655.43,25003,1196.80,Jan-17
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,12575,1039.53,25891,1348.1,Feb-17
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,15117,938.81,37140,1955.79,Mar-17
COOPERATIVE,SURAT PEOPLES COOPERATIVE BANK,11212,695.29,25726,1320.35,Apr-17
COOPERATIVE,SURYODAY SMALL FINANCE BANK LTD,21,0.02,12,0.00,Mar-17
COOPERATIVE,SURYODAY SMALL FINANCE BANK LTD,89,1.71,114,5.18,Apr-17
COOPERATIVE,SUTEX COOP BANK,2450,187.52,6105,322.89,May-16
COOPERATIVE,SUTEX COOP BANK,2627,160.33,6405,330.52,Jun-16
COOPERATIVE,SUTEX COOP BANK,2577,164.38,6820,345.96,Jul-16
COOPERATIVE,SUTEX COOP BANK,2734,180.22,8752,358.01,Aug-16
COOPERATIVE,SUTEX COOP BANK,2720,188.31,8633,353.75,Sep-16
COOPERATIVE,SUTEX COOP BANK,3427,231.69,8598,509.01,Oct-16
COOPERATIVE,SUTEX COOP BANK,2593,145.23,6076,278.99,Nov-16
COOPERATIVE,SUTEX COOP BANK,5203,238.71,8377,422.50,Dec-16
COOPERATIVE,SUTEX COOP BANK,7179,325.25,10057,527.80,Jan-17
COOPERATIVE,SUTEX COOP BANK,7186,425.71,10493,594.47,Feb-17
COOPERATIVE,SUTEX COOP BANK,8315,476.20,13995,772.00,Mar-17
COOPERATIVE,SUTEX COOP BANK,6995,374.27,10325,637.53,Apr-17
PUBLIC_SECTOR,SYNDICATE BANK,791957,72742.99,1972066,94150.15,May-16
PUBLIC_SECTOR,SYNDICATE BANK,757098,90625.43,1934263,92146.65,Jun-16
PUBLIC_SECTOR,SYNDICATE BANK,752682,90871.39,1884775,90097.31,Jul-16
PUBLIC_SECTOR,SYNDICATE BANK,787581,87989.57,1941405,109852.85,Aug-16
PUBLIC_SECTOR,SYNDICATE BANK,778362,100395.39,2073751,112656.69,Sep-16
PUBLIC_SECTOR,SYNDICATE BANK,808976,119492.41,2221786,104143.63,Oct-16
PUBLIC_SECTOR,SYNDICATE BANK,892724,105195.89,2074906,107453.49,Nov-16
PUBLIC_SECTOR,SYNDICATE BANK,1414715,128378.83,2962199,147428.11,Dec-16
PUBLIC_SECTOR,SYNDICATE BANK,1472840,156622.71,2849462,181592.81,Jan-17
PUBLIC_SECTOR,SYNDICATE BANK,1224996,130681.45,2607232,129941.31,Feb-17
PUBLIC_SECTOR,SYNDICATE BANK,1437329,190189.00,3238418,214724.00,Mar-17
PUBLIC_SECTOR,SYNDICATE BANK,1109348,137788.42,2439531,214581.73,Apr-17
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,29354,1414.25,23175,1704.16,May-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,37677,1448.21,27972,2069.91,Jun-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,32787,1210.25,23787,1825.77,Jul-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,29425,1277.08,23960,1604.70,Aug-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,31643,1360.26,26424,1271.22,Sep-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,49683,1719.61,26845,1350.49,Oct-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,53541,2099.31,42138,2843.61,Nov-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,127225,3977.41,82391,3401.37,Dec-16
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,206680,6266.13,75339,3781.39,Jan-17
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,153279,5239.41,57401,3137.3,Feb-17
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,110574,3988.23,58408,2709.85,Mar-17
COOPERATIVE,TAMIL NADU STATE APEX COOP BANK,75454,2583.44,43902,2975.18,Apr-17
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,219307,18798.33,303081,19468.39,May-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,233150,28884.60,317611,21883.80,Jun-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,225099,21269.96,311900,21042.24,Jul-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,237739,19662.64,327913,21150.37,Aug-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,232319,20184.64,313136,19579.48,Sep-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,238022,20540.32,336827,22610.16,Oct-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,314716,23220.52,382618,23982.02,Nov-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,452712,31753.17,576230,30050.57,Dec-16
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,491400,33226.29,578367,30853.23,Jan-17
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,399170,28304.94,499871,28504.51,Feb-17
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,414044,34346.57,547215,35337.87,Mar-17
PRIVATE_SECTOR,TAMILNADU MERCANTILE BANK,335305,26582.75,445481,26222.66,Apr-17
PRIVATE_SECTOR,TELANGANA STATE COOP APEX BANK LTD,1441,58.75,169,9.19,Jan-17
PRIVATE_SECTOR,TELANGANA STATE COOP APEX BANK LTD,4329,213.93,2924,357.68,Feb-17
PRIVATE_SECTOR,TELANGANA STATE COOP APEX BANK LTD,3941,278.40,5079,591.05,Mar-17
PRIVATE_SECTOR,TELANGANA STATE COOP APEX BANK LTD,3344,127.89,4413,184.50,Apr-17
PRIVATE_SECTOR,TEXTILE TRADERS COOP BANK LTD,349,53.35,21,1.24,Apr-17
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,3062,381.48,8223,456.42,May-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,3325,709.11,8800,529.84,Jun-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,3384,480.19,9011,480.89,Jul-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,3044,684.49,9859,571.95,Aug-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,2892,703.97,9157,546.13,Sep-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,3548,1246.64,11181,817.49,Oct-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,3773,997.43,11401,620.44,Nov-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,5485,883.37,15087,838.25,Dec-16
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,5343,954.81,15503,912.38,Jan-17
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,5060,1173.71,14762,756.94,Feb-17
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,5874,1736.52,18024,1189.85,Mar-17
COOPERATIVE,THANE BHARAT SAHAKARI BANK LTD,4907,1266.81,15718,852.82,Apr-17
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,5426,673.03,22556,382.93,May-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,8106,755.65,31435,895.79,Jun-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,6795,1299.33,28355,821.57,Jul-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,6726,1762.59,18533,918.30,Aug-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,6252,1305.65,16229,417.08,Sep-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,8039,2319.28,34156,870.52,Oct-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,7550,1007.03,19627,404.85,Nov-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,18569,1715.94,34681,936.79,Dec-16
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,19096,1374.45,31766,1097.55,Jan-17
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,15447,1563.1,34215,726.29,Feb-17
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,21073,2379.36,42402,1282.84,Mar-17
COOPERATIVE,THANE DISTRICT CENTRAL COOP BANK LT,11601,2412.55,34768,796.68,Apr-17
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,31772,2352.36,72909,4164.86,May-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,33689,2779.01,76091,4406.44,Jun-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,35355,2544.14,78145,4453.15,Jul-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,36323,2788.55,82097,5395.22,Aug-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,36377,2898.72,80376,5096.42,Sep-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,44642,3681.63,95241,5821.87,Oct-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,45648,3546.20,91410,5326.22,Nov-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,67896,6687.46,125685,6411.71,Dec-16
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,68211,4160.57,127590,5979.57,Jan-17
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,59336,4025.65,118234,6157.22,Feb-17
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,71920,6191.16,141973,10449.74,Mar-17
COOPERATIVE,THANE JANATA SAHAKARI BANK LTD,62700,4348.34,123306,6836.40,Apr-17
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,5816,1942.56,9943,718.42,May-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,6116,2075.16,10654,783.06,Jun-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,6281,1774.34,10583,859.52,Jul-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,6537,1925.19,11461,768.45,Aug-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,6336,1783.19,10763,782.52,Sep-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,6910,1375.80,11088,834.91,Oct-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,8408,1106.75,14814,1091.82,Nov-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,15451,1287.26,26787,1548.39,Dec-16
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,18793,1462.47,26476,1499.12,Jan-17
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,15158,2318.94,23087,1309.84,Feb-17
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,15759,2820.06,29178,1961.79,Mar-17
COOPERATIVE,THE A. P. MAHESH URBAN CO-OP BANK L,11747,2171.15,23184,1465.26,Apr-17
COOPERATIVE,THE AP STATE COOP BANK LTD,17853,793.62,59870,3277.86,May-16
COOPERATIVE,THE AP STATE COOP BANK LTD,17797,1213.27,34589,1798.42,Jun-16
COOPERATIVE,THE AP STATE COOP BANK LTD,19017,1283.96,22207,6765.88,Jul-16
COOPERATIVE,THE AP STATE COOP BANK LTD,19918,1261.61,26025,2556.13,Aug-16
COOPERATIVE,THE AP STATE COOP BANK LTD,19880,2573.51,16595,2985.32,Sep-16
COOPERATIVE,THE AP STATE COOP BANK LTD,21668,1167.29,35898,2881.72,Oct-16
COOPERATIVE,THE AP STATE COOP BANK LTD,42118,1972.87,35610,2643.87,Nov-16
COOPERATIVE,THE AP STATE COOP BANK LTD,112951,5311.13,113439,4806.89,Dec-16
COOPERATIVE,THE AP STATE COOP BANK LTD,125277,6785.48,117298,5344.65,Jan-17
